word,freq,sentiment_category
pretty far anything,1,-1
perfect you looking get away hustle,1,-1
i had nearby,1,-1
very inexpensive ride away,1,-1
minutes wimberly,1,-1
low density,1,-1
nice dinner,1,-1
!easy parking,1,-1
working chalu,1,-1
making it easy walk close,1,-1
fantastic river,1,-1
hang you head evening,1,-1
austin best pizza,1,-1
very easy get around you want where go issue,1,-1
even more perfect,1,-1
multiple parks,1,-1
your space,1,-1
driving tons,1,-1
you basque tranquility,1,-1
minutes am,1,-1
very convenient drive st.,1,-1
pretty ideal downtown,1,-1
ski lake,1,-1
convenient clean,1,-1
going right windows,1,-1
your windows,1,-1
access restraints,1,-1
still being central lots austin,1,-1
perfect get away hustle,1,-1
!far downtown distance,1,-1
local quincy,1,-1
more sketchy i expecting,1,-1
very convenient cinema,1,-1
only quick rideshare downtown,1,-1
amazing restaurants distance,1,-1
it removed city,1,-1
full austin,1,-1
good quick drive congress,1,-1
many restaurants were close,1,-1
away domain,1,-1
only about uber soco,1,-1
it somewhat difficult sleep,1,-1
great- 6th,1,-1
chicon,1,-1
!you are,1,-1
you looking be close bars,1,-1
quite busy day,1,-1
nosier i expected,1,-1
central soco,1,-1
just drive all away bonnell,1,-1
neighborhood so nice,1,-1
flexible check,1,-1
ideal night,1,-1
stops get anywhere austin,1,-1
make sure i had,1,-1
atlanta,1,-1
!exhorbant prices,1,-1
beautiful downtown,1,-1
exactly how it described airbnb,1,-1
good mins street,1,-1
great quiet setting,1,-1
great definitely best,1,-1
its nice walk house downtown,1,-1
seclusion travis,1,-1
reach festivities,1,-1
multiple guests,1,-1
very convenient mopac,1,-1
culdesac,1,-1
full day activity,1,-1
it relatively easy get anywhere town,1,-1
lyft town,1,-1
quick drive away austin,1,-1
safe easily accessible downtown,1,-1
us use everywhere,1,-1
far enough you see,1,-1
it is so close t.,1,-1
where it was,1,-1
soooooo cute,1,-1
lovely addition,1,-1
good everything,1,-1
our girl weekend out austin,1,-1
modern appeal,1,-1
great bar,1,-1
we exploring,1,-1
pretty close every,1,-1
it is so close stop,1,-1
near end town,1,-1
downtown zilker springs,1,-1
really close 45,1,-1
party girls,1,-1
just it looked pictures,1,-1
local shops park,1,-1
we looking we tend hang more austin,1,-1
it great folks,1,-1
excellent drive domain,1,-1
stick university,1,-1
explore driving,1,-1
clean modern space very comfortable,1,-1
nice corridor,1,-1
convenient downtown congress,1,-1
close enough downtown walk places,1,-1
which is we wanted,1,-1
affordable ride downtown,1,-1
uber lyft etc,1,-1
it convenient come,1,-1
most us were new austin,1,-1
so many great restaurants close,1,-1
stand alone house house,1,-1
new we loved,1,-1
extremely convenient food,1,-1
just minute walk entrance acl,1,-1
perfect conveniently close everything,1,-1
great heb,1,-1
restaurants very close,1,-1
quiet hills,1,-1
great parts austin,1,-1
handy visitors,1,-1
advertised dt,1,-1
which made it easy go town,1,-1
as amazing promised,1,-1
many ideal things,1,-1
advantages access,1,-1
little scrubby,1,-1
great close ut,1,-1
easy find too,1,-1
drive georgetown,1,-1
spot trips,1,-1
great too fairly quiet neighborhood,1,-1
!super central,1,-1
i was able access,1,-1
great very clean apartment,1,-1
flip side,1,-1
i was able walk,1,-1
lovely porch,1,-1
near spots,1,-1
still embracing,1,-1
really late night,1,-1
accessible couple,1,-1
very short drive everything,1,-1
so close everything--,1,-1
trucks restaurants,1,-1
convenient toll,1,-1
ver nice,1,-1
we want exactly where be,1,-1
quiet perfect traveler,1,-1
great just quick ride austin,1,-1
extremely easy get all,1,-1
min anything,1,-1
too many drinks atx,1,-1
as well it was close everything,1,-1
just bummer ac,1,-1
!getting was,1,-1
all new,1,-1
so many trees,1,-1
rural suburban,1,-1
make it easy us,1,-1
inexpensive ride those,1,-1
readiness arrival,1,-1
plunger,1,-1
short supply,1,-1
great highly recommended,1,-1
it secluded yet,1,-1
relaxing close enough wimberly,1,-1
beautiful sports,1,-1
!i was distance,1,-1
his dogs,1,-1
hear music,1,-1
quaint almost picturesque,1,-1
thus close city,1,-1
cute little towns,1,-1
fairly convenient access,1,-1
highlighted,1,-1
it 's very close city,1,-1
also bunch stores,1,-1
min driving away downtown,1,-1
fantastic lamar has,1,-1
nice walking distance joes,1,-1
quiet several great restaurants distance,1,-1
hot spot nightlife,1,-1
so many great spots distance,1,-1
great beer,1,-1
party 10,1,-1
ideal close downtown,1,-1
very near truck,1,-1
great truck corner was amazing,1,-1
s very nice,1,-1
perfect fit trip,1,-1
group short uber rainey,1,-1
we recommend,1,-1
very clean size group,1,-1
dusk,1,-1
extremely nice people,1,-1
you are town convention,1,-1
center is block,1,-1
core austin,1,-1
which allows rest,1,-1
downtown food,1,-1
get hwys,1,-1
100f outside,1,-1
we were able get anywhere,1,-1
great quick uber,1,-1
easy access st.,1,-1
great short walking distance restaurants,1,-1
right next heb,1,-1
walking distance us,1,-1
plenty convenient downtown,1,-1
we looking be close dtown,1,-1
perfect walking distance everywhere,1,-1
beautiful renovations,1,-1
our nights,1,-1
layers paint,1,-1
edge population,1,-1
make our trip great,1,-1
my interview,1,-1
able cross,1,-1
just couple blocks north campus,1,-1
quirkiness- easy place,1,-1
making it nice getaway,1,-1
college feel,1,-1
great you walk everywhere,1,-1
quick walk events,1,-1
it was so close everything,1,-1
gorgeous country,1,-1
huge hit boys,1,-1
be very sensitive level,1,-1
just outside bustle,1,-1
louder we expected as well,1,-1
!eque,1,-1
close airport lots,1,-1
short drive point,1,-1
close enough downtown it made it easy get around,1,-1
our own bed,1,-1
convenient short distance sights,1,-1
i looking trip,1,-1
key close enough walk everywhere prices,1,-1
my event ut,1,-1
me real close activities,1,-1
quiet distance campus,1,-1
you need reach,1,-1
as charming it is convenient,1,-1
ideal trucks,1,-1
!exactly expected,1,-1
busier some like,1,-1
take dinner,1,-1
good distance downtow,1,-1
very calm apart airplanes,1,-1
our trip see cota,1,-1
my apartment,1,-1
bunch people hanging out there,1,-1
!as close downtown i thought,1,-1
how get apartment,1,-1
!authentic experience,1,-1
!i love be able walk everywhere,1,-1
as close soco you be,1,-1
great right campus downtown,1,-1
evening relaxing,1,-1
everyone space spread,1,-1
outings,1,-1
only short drive anything,1,-1
cheap ride austin,1,-1
stupendous,1,-1
old old austin authentic,1,-1
super charming as well,1,-1
nicely decorated,1,-1
incredible shop,1,-1
nice bars restaurants nearby,1,-1
where you going summer it 's,1,-1
walking jogging trail,1,-1
just walk away bars,1,-1
great variety restaurants over,1,-1
it walkable bunch,1,-1
only drive congress,1,-1
beautiful old trees,1,-1
awesome group,1,-1
large screen,1,-1
basic cable,1,-1
it 's away metrorail,1,-1
we needed be close downtown,1,-1
good get downtown manner,1,-1
just hard,1,-1
very w walkable,1,-1
kind friendly,1,-1
mainly we arrive am,1,-1
lift downtown,1,-1
fantastic walking distance anything,1,-1
very rustic very clean,1,-1
highly reccomend,1,-1
!we were away town,1,-1
natural state,1,-1
they 're out walking around,1,-1
puppy,1,-1
it feels you are middle,1,-1
being farm,1,-1
being even closer stuff i realized,1,-1
bus those,1,-1
delectable bakery corner road,1,-1
unexpected surprise austin,1,-1
be comfortable reunion,1,-1
plenty breakfast,1,-1
!far lot,1,-1
convenient written,1,-1
just far enough away have deal noise,1,-1
really cool lots,1,-1
gorgeous short uber lyft downtown,1,-1
endless deck,1,-1
just seconds away springs,1,-1
very good distance market,1,-1
spread,1,-1
convenient that,1,-1
you downtown minutes,1,-1
travis min,1,-1
super close by,1,-1
our escapades,1,-1
!just about anywhere downtown,1,-1
it more cozy,1,-1
great extra space kids,1,-1
making it difficult walk restaurants,1,-1
they very nearby,1,-1
plenty space right outside austin,1,-1
right freeway,1,-1
1.25,1,-1
minute walk st,1,-1
you need austin,1,-1
you actually see bus stop windows,1,-1
right opposite,1,-1
stop right outside take downtown,1,-1
perfect drive drive lake,1,-1
home more enjoyable,1,-1
super nice desk,1,-1
great just short drive austin,1,-1
about 5,1,-1
going 6th super easy,1,-1
center part,1,-1
short ride park,1,-1
downhill,1,-1
be wider,1,-1
our visit pool,1,-1
right position,1,-1
great techies,1,-1
nice neighbors,1,-1
corporate parks,1,-1
close sides,1,-1
away we went austin,1,-1
lending,1,-1
its own side house,1,-1
so excellent distance,1,-1
quite close stop,1,-1
impossible pass,1,-1
relaxing morning coffee,1,-1
absolutely adorable walking distance,1,-1
it truly wonderful time,1,-1
great easy walking distance everything,1,-1
us explore easily everything,1,-1
our team,1,-1
more seating,1,-1
good just short ride soco downtown,1,-1
calorie splurge,1,-1
gourdoughs,1,-1
very solid value,1,-1
so well situated,1,-1
cool parts austin,1,-1
very convenient right across pluckers,1,-1
!quite too loud,1,-1
green paths away downtown,1,-1
just quick lyft,1,-1
it easy uber austin rates,1,-1
basically filthy,1,-1
perfectly ok,1,-1
!right trail,1,-1
bunch stuff-,1,-1
many great things it,1,-1
your travels,1,-1
quiet easy parking,1,-1
quick drive mopac,1,-1
tasting springs,1,-1
you have relaxing water,1,-1
swimming cool,1,-1
nice little walk congress coffee,1,-1
more run we expected,1,-1
perfect very close café perfect,1,-1
1am-4am,1,-1
perfect right centre,1,-1
selling point place,1,-1
great super convenient austin,1,-1
!conference,1,-1
you traveling alone,1,-1
its nightlife,1,-1
able walk 6th,1,-1
clean amenities,1,-1
nicely secluded,1,-1
perfectly secluded,1,-1
us get downtown,1,-1
close st that far congress,1,-1
great it 's very close downtown,1,-1
ideal symposium,1,-1
super central walking distance,1,-1
trying be close heart,1,-1
far walk,1,-1
gated which was very nice,1,-1
very good we loved staying place,1,-1
very convenient uber spot,1,-1
much easy access,1,-1
just it described listing,1,-1
about cab downtown,1,-1
small meal,1,-1
being batter,1,-1
we interacted,1,-1
batter,1,-1
just enough space group,1,-1
patios pool,1,-1
easy find spot,1,-1
so many other restaurants,1,-1
right south downtown,1,-1
surprisingly fun,1,-1
communal pool,1,-1
next bonnell,1,-1
great easy access mopac,1,-1
good cafes yards,1,-1
real gem austin,1,-1
fantastic skirts,1,-1
great definitely walk downtown,1,-1
close enough street walk bars,1,-1
great distance options,1,-1
it challenging someone,1,-1
get downtown mins,1,-1
6th bars quiet,1,-1
11th st.,1,-1
wifi table,1,-1
where signal is weakest,1,-1
spotty connection,1,-1
very close downtown minute walk,1,-1
flagship foods,1,-1
quick trips restaurants,1,-1
very central right next park,1,-1
easy ride away,1,-1
you easily reach,1,-1
very close festival,1,-1
!far soco,1,-1
i took,1,-1
us get austin,1,-1
visit parts,1,-1
checked arrival,1,-1
lots venues,1,-1
beautiful view austin,1,-1
sights enjoy,1,-1
my stay getting back center,1,-1
which was great our son goes bed early,1,-1
neatest pool,1,-1
weather permits it,1,-1
!noteworthy,1,-1
!ideal you,1,-1
10minutes away,1,-1
still close airport,1,-1
just short car ride away city,1,-1
get around we wanted go austin,1,-1
beautifully landscaped yard,1,-1
great as far,1,-1
great drive everything,1,-1
quiet sedate,1,-1
it took lyft austin,1,-1
!short uber downtown,1,-1
!lake great boarding,1,-1
pretty fancy gym,1,-1
great very close town,1,-1
anyone needs,1,-1
you planning go,1,-1
we enjoy lake,1,-1
was amazing,1,-1
view roof,1,-1
brand new development amenities,1,-1
minutes joe,1,-1
amazing pool,1,-1
state art gym,1,-1
!sorts restaurants,1,-1
great spot those,1,-1
it easy us walk everywhere,1,-1
just short walk lake nightlife,1,-1
incredible austin,1,-1
convenient event,1,-1
just mere few minutes downtown,1,-1
much more calm i anticipated,1,-1
beautiful very quiet,1,-1
just as wonderful,1,-1
conveniently close amenities,1,-1
even better i anticipated,1,-1
it easy walk bridge,1,-1
best parts congress,1,-1
quick responses questions,1,-1
things easier,1,-1
very central school,1,-1
this perfect retreat trip,1,-1
!just as close congress i thought we going be,1,-1
ample space,1,-1
caring,1,-1
well communicating host,1,-1
its so close congress,1,-1
so nice fenced,1,-1
ideal excursions,1,-1
very convenient pool,1,-1
close stores mall,1,-1
big enough 8 us eat,1,-1
very close interstate,1,-1
absolutely lots shops distance,1,-1
wonderful seating,1,-1
real nice min downtown,1,-1
discuss,1,-1
beautiful leafy suburb,1,-1
private feel lots,1,-1
fantastic as well,1,-1
great close springs downtown,1,-1
best tacos town,1,-1
we walk restaurants 1st,1,-1
real benefits,1,-1
my girlfriends brother,1,-1
great restaurants 6th,1,-1
ideal park,1,-1
perfect just quick ride downtown airport,1,-1
joyously quiet,1,-1
great kind,1,-1
described really close lot,1,-1
easy access highway food,1,-1
it is serene,1,-1
--very convenient everything,1,-1
you get some mins,1,-1
adorable distance,1,-1
it be hard find layout,1,-1
side suburbs,1,-1
min track,1,-1
so nice time,1,-1
enjoy heart,1,-1
!raul,1,-1
it easy me run back venue breaks,1,-1
so much space,1,-1
really fun city,1,-1
interesting concept,1,-1
middle bars,1,-1
!substantially soundproof,1,-1
unused by,1,-1
description was slightly misleading,1,-1
disappointment me,1,-1
responsive messages,1,-1
very short ride downtown,1,-1
it easy get wherever you need to,1,-1
close enough downtown walk almost anywhere too far,1,-1
making it easy get anywhere car,1,-1
authenticity city,1,-1
!more convenient needs,1,-1
both convenient congress,1,-1
convenient walk ffffest downtown,1,-1
central super well kept,1,-1
rather well,1,-1
see all hotspots wish i stayed longer,1,-1
cheap cab rides,1,-1
ready rest,1,-1
very quickly available,1,-1
ample privacy hosts,1,-1
peaceful hills,1,-1
great drive square,1,-1
lovely starbucks,1,-1
close enough downtown you walk you need to we did,1,-1
pretty spectacular,1,-1
so nice we decided live park,1,-1
easy drive attraction,1,-1
breath air,1,-1
super great that,1,-1
weekend even more special,1,-1
you are away everything,1,-1
close host,1,-1
tremendous hospitiality,1,-1
really great really easy access congress,1,-1
i visiting manor,1,-1
good tip somewhere park,1,-1
very nice close trail,1,-1
!our loud music,1,-1
perfect central place,1,-1
perfect walking distance acl,1,-1
unusual heavy rains,1,-1
aware it is currently construction,1,-1
close enough austin getting was super easy still giving away everything,1,-1
house itself was cute,1,-1
as safe,1,-1
good place too far,1,-1
continent,1,-1
take in,1,-1
us was spacious,1,-1
stay again opportunity presents,1,-1
opportunity presents,1,-1
so good close everything,1,-1
touch we left,1,-1
fantastic super accessible bus,1,-1
you easily take,1,-1
kenny instructions,1,-1
jacuzzi door,1,-1
our excursions blanco,1,-1
peaceful just minutes restaurants,1,-1
as well done,1,-1
located relation side,1,-1
very walkable runnable,1,-1
lots joints,1,-1
good too near downtown,1,-1
great so close favorites,1,-1
!more perfect needs,1,-1
charming cottage,1,-1
fantastic walking distance shops,1,-1
distance scene,1,-1
bit hustle,1,-1
still allowing,1,-1
ideal just south downtown drive every,1,-1
easy drive campus,1,-1
only walk taco,1,-1
nice short walk springs,1,-1
everything so easy,1,-1
great close enough we had go,1,-1
upper,1,-1
very nice very comfortable beds,1,-1
so nice getaway,1,-1
in/,1,-1
perfect living situation,1,-1
very relaxing us,1,-1
great beautifully designed house,1,-1
away highlights,1,-1
get anywhere as well,1,-1
great spots distance,1,-1
